run_id,scene_id,terrain_class,vehicle_id,method,model_tag,friction_mu,start_i,start_j,start_k,goal_i,goal_j,goal_k,goal_radius_cells,found,fail_reason,path_length_m,risk_max,risk_avg,expanded_nodes,planning_time_ms,num_states,num_actions
flat_scene_001__urban_small__baseline1_2p5d_astar__none,flat_scene_001,flat,urban_small,baseline1_2p5d_astar,none,0.5264075398445129,10,30,0,50,30,0,2,1,,3.9999999999999996,0.0,0.0,10,0.6038809988240246,11,10
flat_scene_001__urban_small__baseline2_manual_risk_weighted_astar__none,flat_scene_001,flat,urban_small,baseline2_manual_risk_weighted_astar,none,0.5264075398445129,10,30,0,50,30,0,2,1,,3.9999999999999996,0.0,0.0,10,481.56663500049035,11,10
flat_scene_001__urban_small__baseline3_ml_risk_weighted_astar__main,flat_scene_001,flat,urban_small,baseline3_ml_risk_weighted_astar,main,0.5264075398445129,10,30,0,50,30,0,2,1,,3.9999999999999996,0.3995361626148224,0.3995361626148225,356,16667.690648002463,11,10
flat_scene_001__urban_small__proposed_ml_risk_constrained_astar__main,flat_scene_001,flat,urban_small,proposed_ml_risk_constrained_astar,main,0.5264075398445129,10,30,0,50,30,0,2,1,,3.9999999999999996,0.3995361626148224,0.3995361626148225,10,467.0603869999468,11,10
