proposed_risk_lambda,success_rate,path_len_mean_found,length_ratio_vs_b1_found,risk_max_mean_found,risk_avg_mean_found,expanded_mean_all,time_ms_mean_all
0.0,0.8641975308641975,10.14018075600546,1.001280033853253,0.33750105411745607,0.23300105879363917,546.5308641975308,901.1652472221792
0.2,0.8641975308641975,10.14343650221572,1.0016017770390315,0.33506270558573303,0.22941989633112797,4028.5925925925926,5730.292456777702
0.4,0.8641975308641975,10.15291052234593,1.0025414366559613,0.3296344948333821,0.2257528695826002,8779.382716049382,13077.618978395054
0.6,0.8641975308641975,10.183140963751088,1.0055192300282003,0.32591974519060124,0.21621413170506498,13412.222222222223,20977.91097882717
